Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	LOGFC_prfA_Star vs EGDe_280212.gr	STAT_prfA_Star vs EGDe_280212_TSTUDENTTILING.gr	CORR_prfA_Star vs EGDe_280212_ARRAYSCORR.gr	STAT_prfA_Star vs EGDe_280212_FDRBY.gr	STAT_prfA_Star vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo0941	0.18994495441463943	0.8282833336672129	0.4469561320309996	0.004487419248030096	2.353082414894364	0.5411424509779788	1.0												
lmo0942	0.11967158501266084	0.8868072642092468	0.17497187082999943	0.13171434172688667	1.4621003875856413	1.0	1.0												
lmo0943	-0.28992364679048954	0.6814382284197344	-0.3929817078250002	0.07472960972069105	1.355466213864868	0.9857548815727215	1.0												
lmo0944	-0.16147007622936016	0.8376263340292256	-1.7223375292999998	0.08659656861696208	10.666605042370238	1.0	1.0												
lmo0945	1.012273869163299	0.29678532691804027	0.21213375498999998	0.1945881704999035	0.20956162304707163	1.0	1.0												
lmo0946	0.054562130789530094	0.955735883207572	-0.33027152151999983	0.5414312418660443	-6.053127265025645	1.0	1.0												
lmo0947	0.11732009317697845	0.8925212072662609	-0.9008016335720002	4.295558024217563E-5	-7.678153069765574	0.5006396207612042	0.5615768242771587												
lmo0948	0.5480858314804804	0.569686317107597	-0.49302428313650015	0.019529585776339287	-0.8995384569689588	0.6508129187129197	1.0												
lmo0949	0.38001379487738873	0.6360680593205315	-1.1632343447450002	1.3235714600399689E-6	-3.061031889961566	0.5000259204272754	0.5018973396879673												
lmo0950	-0.3453583050270481	0.6848557641447264	-0.1951186681680004	0.6579159584135464	0.5649745940023619	1.0	1.0												
lmo0951	0.3651418099999404	0.680890008514714	0.3557723732749998	0.6410974977844397	0.9743402796712265	1.0	1.0												
lmo0952	0.5901602064818103	0.46607089209250296	-0.9121125602800007	2.543520462834781E-5	-1.545533823294325	0.5004010378587529	0.5364613658347366												
lmo0953	-1.345236430401311	0.09336326913128812	-2.8888167978899997	0.0012886659580282137	2.147441693225783	0.5135043067062539	1.0												
lmo0954	-0.07452958421075095	0.9422123583314179	-0.7037845850400006	0.1585179100426103	9.443023096034919	1.0	1.0												
lmo0955	-0.46200767794498	0.6500913800407415	-0.493352641405	0.17657828629615868	1.0678451137423584	1.0	1.0												
lmo0956	-0.31514120727598005	0.7040690204964193	-0.5562447183100003	1.4995609003834348E-8	1.7650650104379324	0.5000004069699528	0.500021496205507												
lmo0957	-0.4719334126224801	0.5638513163709955	-0.36063118790500015	0.03576045938375549	0.7641569303199233	0.7568669791785942	1.0												
lmo0958	0.1749993750742309	0.8264945414557223	-0.49176819304999997	2.5582136381973106E-4	-2.810113995215141	0.5031660319839844	0.8667199250355845												
lmo0959	0.52127643568401	0.5185854446629674	-0.8538144559600003	0.014213517326337249	-1.6379302755929097	0.6139648930698064	1.0												
lmo0960	0.03724588513011895	0.9625510282874536	-0.28942460134000014	0.10415826175513232	-7.770646350030126	1.0	1.0												
lmo0961	-0.05699822693904011	0.9435918054452712	-0.1900011961250001	0.08164961151068968	3.3334580096361126	1.0	1.0												
lmo0962	-0.07875407148620006	0.9177789324647361	-0.7353806087200008	8.933293768000029E-5	9.337683688504413	0.5012496210789972	0.6280587661642805												
lmo0963	0.04947923080444028	0.9511602187447312	-0.6226299882699999	4.943958996475826E-7	-12.583663451254075	0.5000104153413363	0.5007087165221448												
lmo0964	-0.12231060258139159	0.8722600141363369	-1.2689959407040003	3.740165977156801E-9	10.375191634425535	0.5000001087385554	0.5000053615279283												
lmo0965	-0.10652631537923973	0.9122585333962718	0.12104288720300005	0.7734788845423712	-1.1362721668545512	1.0	1.0												
lmo0966	0.3553895068988897	0.7030147225619028	-0.09139779261650016	0.6695107882667883	-0.25717639615764837	1.0	1.0												
lmo0967	-0.02099233846844939	0.9809902525235488	-0.03655126991999991	0.650587193459888	1.7411719030223785	1.0	1.0												
lmo0968	-0.16523818078461971	0.8444328552387197	-0.24319194769999974	0.11179401589472981	1.471766068503194	1.0	1.0												
lmo0969	-0.18703505154943123	0.8186683193471932	-0.2957012750750001	0.04608218536301683	1.5809938972687674	0.8208403455290254	1.0												
lmo0970	0.1554235551361085	0.8454546937471346	-0.9333383518049998	1.5360688041039217E-7	-6.005128057890908	0.5000035675891429	0.5002201954630683												
lmo0971	0.25221944456822953	0.7618544349074639	0.8642307563609997	1.1595602300733407E-7	3.426503288992895	0.5000027452224907	0.500166222958981												
lmo0972	0.8431272683126796	0.2959254121486674	0.773750966747	0.005063671774639258	0.9177155049147918	0.5456730988737087	1.0												
lmo0973	0.24190249334148994	0.7685857192841214	0.45817434615599995	0.09344204595443828	1.8940455711186177	1.0	1.0												
lmo0974	0.046664591515570564	0.9547402923963708	-0.0021608108760000633	0.5499014923978879	-0.046305149275314365	1.0	1.0												
lmo0975	-0.06895620653515078	0.9372086884205519	-0.6095281679199998	0.10163817540956899	8.839351793653115	1.0	1.0												
lmo0976	0.17500427307155952	0.8259552976350415	-0.5837805141395	0.03383085093651645	-3.3358071999807186	0.745455415608679	1.0												
lmo0977	-0.013696512799100447	0.9862321658572246	-0.6223111255315001	2.5952612392581833E-4	45.43573496841999	0.5032070056652657	0.8720306986476606												
lmo0978	-0.10765973872078938	0.8887736595818423	-1.4051073770000002	4.336363466321125E-6	13.05137272015941	0.5000781683027219	0.5062161770289714												
lmo0979	-0.4072779373070503	0.6757054422882558	-1.5895354971000004	2.142265434721635E-14	3.902827409729381	0.5000000000012427	0.5000000000307093												
lmo0980	-0.23810481744629897	0.8122602612035971	-1.1766439070050003	6.345232504919164E-8	4.941705588423783	0.5000015595272841	0.500090958907958												
lmo0981	0.28489305452410996	0.7208951002495252	-1.2063908858219996	8.813449558554734E-10	-4.234539476005039	0.5000000277313557	0.5000012634079942												
lmo0982	-0.40666558785278895	0.6132080010997729	-0.44317385455000013	5.124082077744555E-4	1.0897746644607338	0.5058505416025761	1.0												
lmo0983	-0.39636393899515987	0.6416591188947423	-0.6433938958450003	0.006387041775047523	1.6232402409666662	0.5561207439989696	1.0												
lmo0984	0.43970623270744014	0.6690619578705881	0.15210996065000026	0.41426065711145454	0.3459354208226725	1.0	1.0												
lmo0985	0.03431486936682937	0.9716708227636317	-0.39800577708999985	0.1930495191887881	-11.598638853474231	1.0	1.0												
lmo0986	0.36821755977751014	0.718243844740557	-0.6262020123899994	0.10111388967646606	-1.7006304989049748	1.0	1.0												
lmo0987	-0.8694434071998405	0.38440485137245195	-0.9061833585700003	9.012317268253165E-4	1.042256863489811	0.5097965432745145	1.0												
lmo0988	0.42675408572370976	0.59788990064144	-0.5811636060800001	6.628025910060717E-4	-1.3618231799572236	0.5074087485952506	1.0												
lmo0989	0.21794290041800046	0.797482896517318	-0.38308905941000004	0.1851152449323531	-1.7577496613803885	1.0	1.0												
lmo0990	-0.032255766800739494	0.9743355241045144	-1.4127688501	3.7253528348413077E-13	43.7989541165585	0.5000000000181664	0.5000000005340294												
lmo0991	2.1142155229998796	0.020415502314658163	0.1951681547199997	0.3524063312999546	0.09231232700584557	1.0	1.0												
lmo0992	0.2565623501584202	0.7479596285385526	-0.8720531311499999	1.1388747897690711E-7	-3.39899104686066	0.5000027067212345	0.5001632577011134												
lmo0993	0.40237230737379015	0.6159454601797518	-0.687063016885	2.438873223707581E-5	-1.7075305737845967	0.5003871770684223	0.5349612476618482												
lmo0994	-1.4353243658269097	0.07552636527373968	-2.88052802699	4.0289456273106156E-6	2.0068829705475593	0.5000737123179562	0.5057754935567498												
lmo0995	-0.8668776322237601	0.38216722272609227	-2.596720504418	4.9041153773222637E-8	2.9954867998575025	0.5000012200295675	0.5000703004939339												
lmo0996	0.10895463891611001	0.9150317574577929	-1.2775404868699995	4.170377667020929E-4	-11.7254345439449	0.5049270890365428	1.0												
lmo0997	-0.6639962008890388	0.4533540600738013	-0.8823958174075004	2.604889590611573E-10	1.3289169670339103	0.5000000089560004	0.5000003734109228												
lmo0998	1.3432746916444085	0.09981361682790668	-0.18449918771000018	0.43313152487740814	-0.13735030434031342	1.0	1.0												
lmo0999	0.64896671486051	0.42150414234843336	-1.0205816791900002	3.396657148566526E-6	-1.5726256151817672	0.5000631830517115	0.5048691080224701												
lmo1000	0.3963874208063105	0.680200839326764	-0.5730804371680005	0.0026868301504166924	-1.4457583845679822	0.5259765389957519	1.0												
lmo1001	0.83246982157221	0.3548714276381506	0.44953603247100027	0.1626123245637534	0.540002797485202	1.0	1.0												
lmo1002	-0.0028660702372000912	0.9956712195857284	-0.7467943528400003	0.0036209288562254493	260.56387005000806	0.533728684756073	1.0												
lmo1003	0.14016675797739886	0.8196782860453296	-0.5642057171699997	2.5403746587119903E-5	-4.025246251760883	0.5004011883325268	0.5364162707326364												
lmo1004	-0.00852433569479949	0.9918134489992876	-1.02577971345	2.355604278480166E-4	120.33544315667973	0.5029360647316046	0.8376758733201317												
lmo1005	0.054119455580480036	0.9459270980075498	-1.0436714534350002	2.1445116017413028E-13	-19.284588919838185	0.5000000000108915	0.5000000003074158												
lmo1006	0.06372985007293153	0.9360313457077016	-0.894065818104	3.9673764601357537E-7	-14.028996099643164	0.5000085643643079	0.5005687234155605												
lmo1007	0.26666793110700926	0.7905252257056292	-1.6107677874350004	0.008177245287049374	-6.04035056164525	0.5699915751417293	1.0												
lmo1008	0.43120215603438083	0.5828618549233691	-0.35803675259500034	0.19337870180633154	-0.8303222689973127	1.0	1.0												
lmo1009	0.07061034092903107	0.9354533792308228	0.1674881247699993	0.7302639305626293	2.372005609466438	1.0	1.0												
lmo1010	0.07474296828790905	0.9300582277615148	0.4123293108299997	0.06652924715103901	5.516630129562315	0.9408800965536875	1.0												
lmo1011	0.23295493740240936	0.7734976170108063	-0.5977521308500005	0.00298954232709479	-2.5659560493342783	0.5284315763616795	1.0												
lmo1012	0.13635987640090974	0.8656117806203301	-0.8212190718400003	1.7220436119133117E-8	-6.022439250572109	0.5000004652867911	0.5000246854951768												
lmo1013	0.0500258096194095	0.949915844542218	-1.4606383566300005	2.1864706176299575E-11	-29.197695504427934	0.50000000086329	0.5000000313430563												
lmo1014	-2.0285586743748	0.018097552216238988	-2.29519708308	1.0556455871942777E-33	1.1314422954945476	0.5	0.5												
lmo1015	-2.5018913537151297	0.0035556497057104286	-2.8962046612800005	2.6220092997813447E-41	1.1576060874823135	0.5	0.5												
lmo1016	-2.0888189336085983	0.013212191452596223	-2.7994599388700006	1.1095737742568737E-35	1.3402118746758553	0.5	0.5												
lmo1017	0.24784764643656132	0.755887318804427	-0.39832047964999995	0.19138134700070353	-1.6071182655024865	1.0	1.0												
lmo1018	-0.19969957020891993	0.8311947377756063	-0.5891829271899998	0.004129502486030133	2.9503464958568193	0.5380318569228694	1.0												
lmo1019	0.4202266898456184	0.6253904038945763	0.0016165726800005942	0.732638959830554	0.003846906250991544	1.0	1.0												
lmo1020	-0.09113460035241161	0.9122725690767027	-0.2067322662700004	0.20139944620777417	2.2684278580317474	1.0	1.0												
lmo1021	0.12024723370321055	0.8832253583048197	0.24134581776499986	0.1336903675283374	2.0070799995339605	1.0	1.0												
lmo1022	-0.16179525241193105	0.8477887919841578	0.09725994532500004	0.5916513697102953	-0.601129785176737	1.0	1.0												
lmo1023	0.07734376456794934	0.9247402218951906	-0.31793352624000004	0.061784190655334366	-4.110654918544646	0.9137260492578927	1.0												
lmo1024	0.5348498902337493	0.536205546340663	0.08031006908499982	0.524809239649391	0.1501544088377794	1.0	1.0												
lmo1025	-0.17184696452840953	0.8442151831013405	-0.1795741506200006	0.2516657575764063	1.0449655081938536	1.0	1.0												
lmo1026	0.386859972612811	0.6332904533644526	-0.599777412843	0.009168255154945277	-1.5503734045995177	0.5776593272180675	1.0												
lmo1027	0.1518021060976089	0.8208945940005463	-0.6994337686230008	1.94945328903633E-7	-4.607536658109764	0.5000044599894466	0.5002794541289833												
lmo1028	0.13606876158596037	0.8638010754067185	-0.1882631088804998	0.5227638369599812	-1.3835880233360252	1.0	1.0												
lmo1029	-0.29093845130999085	0.7103717187761223	-1.6711947753899996	3.0280539124915663E-16	5.744152303915872	0.5000000000000223	0.5000000000004341												
lmo1030	-0.6384488772725607	0.5232091384801348	-0.8331436743169993	3.013353221193002E-5	1.3049497054112937	0.5004639355932896	0.5431964184258017												
lmo1031	-0.07524990221214001	0.9173822999132689	-0.5511495391799994	0.012721135813664866	7.3242558857582525	0.6033207182435876	1.0												
lmo1032	-0.1391389056345309	0.8738076087375782	-0.8673033078899994	0.010263700778342396	6.233363011838694	0.5857513838336157	1.0												
lmo1033	-0.35556821043295983	0.714988206154958	-0.8286989119600001	1.6528030051806303E-4	2.330632738373686	0.5021475583401848	0.7369293107926433												
lmo1034	0.025535301351578887	0.9726659347570001	-0.653017358005	0.0018589153629978553	-25.57312126510788	0.5188506845593762	1.0												
lmo1035	-0.1578926054418197	0.8716459332543478	-0.3965803724200003	0.011506366290706817	2.511709597230836	0.5947750812249916	1.0												
lmo1036	-0.33962503872173944	0.7394265563209677	-0.7009159769800002	2.6352816159482586E-4	2.0637935872398163	0.5032482733082394	0.8777676196461829												
lmo1037	0.6225364469854799	0.5115069203720906	-0.8446861260270007	8.592027890803142E-4	-1.356846061169977	0.5093813393329132	1.0												
lmo1038	0.16527455725719875	0.8360197502663194	-1.1974916959790003	4.1749820702503755E-6	-7.24546909005162	0.500075930162634	0.5059848367977039												
lmo1039	0.12239156050205935	0.8800452534067909	-1.296705208884	5.1170936708670044E-8	-10.59472731260896	0.5000012631398462	0.5000733535377718												
lmo1040	0.3091500555024389	0.7000894209916906	-1.366874185538	5.852013846776284E-11	-4.421393951608773	0.5000000022039247	0.5000000838886185												
lmo1041	-0.18621678860492974	0.8573723763951244	-0.2075585308600001	0.32058245985885847	1.1146069718791476	1.0	1.0												
lmo1042	-0.9946349351837691	0.3283060389842245	-0.9639158977	1.9354657117619278E-4	0.9691152639052504	0.5024676810635856	0.7774490097810723												
lmo1043	-0.8596917528303392	0.40703380814439905	-0.28921035188000044	0.11959978665395354	0.33641168584884207	1.0	1.0												
lmo1044	-0.6078621356086495	0.5589764168652648	-0.01582542893999994	0.7833119045706811	0.026034569375100184	1.0	1.0												
lmo1045	-0.3616084996754694	0.726805267946403	-0.08151112256999982	0.8480886210133302	0.22541262897070483	1.0	1.0												
lmo1046	-0.36051910296438017	0.7083477736591095	-0.3414337324400005	0.19883190737941903	0.9470614168085698	1.0	1.0												
lmo1047	-0.2588439657196302	0.770371820387627	-0.8508328491050006	3.589179260344391E-8	3.287049194828787	0.5000009133239638	0.500051450884697												
lmo1048	-0.031470865379159996	0.9723550854426798	-0.9422173067165001	3.723028988290656E-5	29.939351694486174	0.500563974978766	0.5533696205471466												
lmo1049	-0.34450568336634113	0.6835801011281673	-1.2681917050530003	7.561709957207523E-11	3.681192404899829	0.5000000027961908	0.5000001083971123												
lmo1050	0.22681026486074884	0.781799509589207	-1.0857021458	4.896726305464097E-8	-4.786829848581022	0.5000012200295675	0.5000701945715889												
lmo1051	0.0803907512735087	0.9202887158520521	-1.0016956414720002	0.005841330709662026	-12.460334374336052	0.5518092717724595	1.0												
lmo1052	-0.29637991576452016	0.7127178014834445	-0.5961436231400006	3.144761409060039E-8	2.011417074609228	0.500000810856004	0.5000450801547989												
lmo1053	-0.3051025147859381	0.7045634097568927	-0.49943823102000007	2.5950034481242834E-6	1.63695219415156	0.5000494740758757	0.5037199374428861												
lmo1054	-0.2380520314404393	0.7591437998804559	-0.6192515313100002	5.007753499078392E-12	2.601328489250625	0.5000000002173545	0.5000000071786146												
